2 10 0 -100
3 10 100 0
4 10 100 25
5 10 75 0
6 10 100 -25
7 10 125 0
8 10 0 -75
9 10 -25 -100
10 10 0 -125
11 10 25 -100
12 10 -100 25
13 10 -125 0
14 10 -100 -25
15 10 -75 0
16 10 0 125
17 10 -25 100
18 10 0 75
19 10 -35 -60
0 11 0 100
1 11 -100 0
2 11 0 -100
3 11 100 0
4 11 100 25
5 11 75 0
6 11 100 -25
7 11 125 0
8 11 0 -75
9 11 -25 -100
10 11 0 -125
11 11 25 -100
12 11 -100 25
13 11 -125 0
14 11 -100 -25
15 11 -75 0
16 11 0 125
17 11 -25 100
18 11 0 75
19 11 -60 -40
0 12 0 100
1 12 -100 0
2 12 0 -100
3 12 100 0
4 12 100 25
5 12 75 0
6 12 100 -25
7 12 125 0
8 12 0 -75
9 12 -25 -100
10 12 0 -125
11 12 25 -100
12 12 -100 25
13 12 -125 0
14 12 -100 -25
15 12 -75 0
16 12 0 125
17 12 -25 100
18 12 0 75
19 12 -90 -15
0 13 0 100
1 13 -100 0
2 13 0 -100
3 13 100 0
4 13 100 25
5 13 75 0
6 13 100 -25
7 13 125 0
8 13 0 -75
9 13 -25 -100
10 13 0 -125
11 13 25 -100
12 13 -100 25
13 13 -125 0
14 13 -100 -25
15 13 -75 0
16 13 0 125
17 13 -25 100
18 13 0 75
19 13 -70 10
0 14 0 100
1 14 -100 0
2 14 0 -100
3 14 100 0
4 14 100 25
5 14 75 0
6 14 100 -25
7 14 125 0
8 14 0 -75
9 14 -25 -100
10 14 0 -125
11 14 25 -100
12 14 -100 25
13 14 -125 0
14 14 -100 -25
15 14 -75 0
16 14 0 125
17 14 -25 100
18 14 0 75
19 14 -55 40
0 15 0 100
1 15 -100 0
2 15 0 -100
3 15 100 0
4 15 100 25
5 15 75 0
6 15 100 -25
7 15 125 0
8 15 0 -75
9 15 -25 -100
10 15 0 -125
11 15 25 -100
12 15 -100 25
13 15 -125 0
14 15 -100 -25
15 15 -75 0
16 15 0 125
17 15 -25 100
18 15 0 75
19 15 -40 60
0 16 0 100
1 16 -100 0
2 16 0 -100
3 16 100 0
4 16 100 25
5 16 75 0
6 16 100 -25
7 16 125 0
8 16 0 -75
9 16 -25 -100
10 16 0 -125
11 16 25 -100
12 16 -100 25
13 16 -125 0
14 16 -100 -25
15 16 -75 0
16 16 0 125
17 16 -25 100
18 16 0 75
19 16 -25 85
